Reaction ID,Reaction Name,Equation,Compartment,realisticmodelnoaperture_pfba,realisticmodelnoaperture_max,realisticmodelnoaperture_min,realisticmodel_pfba,realisticmodel_max,realisticmodel_min,starchknockoutmodelnoaperture_pfba,starchknockoutmodelnoaperture_max,starchknockoutmodelnoaperture_min,starchknockoutmodel_pfba,starchknockoutmodel_max,starchknockoutmodel_min
RXN_9531_p_me_2,RXN-9531:3-oxoacyl-[acyl-carrier protein] synthase_me_2,Decanoyl_ACPs_p_me_2 + MALONYL_ACP_p_me_2 + PROTON_p_me_2 --> 3_oxo_dodecanoyl_ACPs_p_me_2 + ACP_p_me_2 + CARBON_DIOXIDE_p_me_2,p_me_2,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
RXN_9531_p_me_3,RXN-9531:3-oxoacyl-[acyl-carrier protein] synthase_me_3,Decanoyl_ACPs_p_me_3 + MALONYL_ACP_p_me_3 + PROTON_p_me_3 --> 3_oxo_dodecanoyl_ACPs_p_me_3 + ACP_p_me_3 + CARBON_DIOXIDE_p_me_3,p_me_3,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
RXN_9531_p_me_4,RXN-9531:3-oxoacyl-[acyl-carrier protein] synthase_me_4,Decanoyl_ACPs_p_me_4 + MALONYL_ACP_p_me_4 + PROTON_p_me_4 --> 3_oxo_dodecanoyl_ACPs_p_me_4 + ACP_p_me_4 + CARBON_DIOXIDE_p_me_4,p_me_4,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
RXN_9531_p_gc_1,RXN-9531:3-oxoacyl-[acyl-carrier protein] synthase_gc_1,Decanoyl_ACPs_p_gc_1 + MALONYL_ACP_p_gc_1 + PROTON_p_gc_1 --> 3_oxo_dodecanoyl_ACPs_p_gc_1 + ACP_p_gc_1 + CARBON_DIOXIDE_p_gc_1,p_gc_1,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
RXN_9531_p_gc_2,RXN-9531:3-oxoacyl-[acyl-carrier protein] synthase_gc_2,Decanoyl_ACPs_p_gc_2 + MALONYL_ACP_p_gc_2 + PROTON_p_gc_2 --> 3_oxo_dodecanoyl_ACPs_p_gc_2 + ACP_p_gc_2 + CARBON_DIOXIDE_p_gc_2,p_gc_2,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
RXN_9531_p_gc_3,RXN-9531:3-oxoacyl-[acyl-carrier protein] synthase_gc_3,Decanoyl_ACPs_p_gc_3 + MALONYL_ACP_p_gc_3 + PROTON_p_gc_3 --> 3_oxo_dodecanoyl_ACPs_p_gc_3 + ACP_p_gc_3 + CARBON_DIOXIDE_p_gc_3,p_gc_3,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
RXN_9531_p_gc_4,RXN-9531:3-oxoacyl-[acyl-carrier protein] synthase_gc_4,Decanoyl_ACPs_p_gc_4 + MALONYL_ACP_p_gc_4 + PROTON_p_gc_4 --> 3_oxo_dodecanoyl_ACPs_p_gc_4 + ACP_p_gc_4 + CARBON_DIOXIDE_p_gc_4,p_gc_4,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
RXN_7979_p_me_1,RXN-7979:NIL_me_1,CPD1F_131_p_me_1 + OXYGEN_MOLECULE_p_me_1 + 2.0 PROTON_p_me_1 + 2.0 Reduced_ferredoxins_p_me_1 --> CPD1F_133_p_me_1 + 2.0 Oxidized_ferredoxins_p_me_1 + WATER_p_me_1,p_me_1,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
RXN_7979_p_me_2,RXN-7979:NIL_me_2,CPD1F_131_p_me_2 + OXYGEN_MOLECULE_p_me_2 + 2.0 PROTON_p_me_2 + 2.0 Reduced_ferredoxins_p_me_2 --> CPD1F_133_p_me_2 + 2.0 Oxidized_ferredoxins_p_me_2 + WATER_p_me_2,p_me_2,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
RXN_7979_p_me_3,RXN-7979:NIL_me_3,CPD1F_131_p_me_3 + OXYGEN_MOLECULE_p_me_3 + 2.0 PROTON_p_me_3 + 2.0 Reduced_ferredoxins_p_me_3 --> CPD1F_133_p_me_3 + 2.0 Oxidized_ferredoxins_p_me_3 + WATER_p_me_3,p_me_3,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
RXN_7979_p_me_4,RXN-7979:NIL_me_4,CPD1F_131_p_me_4 + OXYGEN_MOLECULE_p_me_4 + 2.0 PROTON_p_me_4 + 2.0 Reduced_ferredoxins_p_me_4 --> CPD1F_133_p_me_4 + 2.0 Oxidized_ferredoxins_p_me_4 + WATER_p_me_4,p_me_4,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
RXN_7979_p_gc_1,RXN-7979:NIL_gc_1,CPD1F_131_p_gc_1 + OXYGEN_MOLECULE_p_gc_1 + 2.0 PROTON_p_gc_1 + 2.0 Reduced_ferredoxins_p_gc_1 --> CPD1F_133_p_gc_1 + 2.0 Oxidized_ferredoxins_p_gc_1 + WATER_p_gc_1,p_gc_1,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
RXN_7979_p_gc_2,RXN-7979:NIL_gc_2,CPD1F_131_p_gc_2 + OXYGEN_MOLECULE_p_gc_2 + 2.0 PROTON_p_gc_2 + 2.0 Reduced_ferredoxins_p_gc_2 --> CPD1F_133_p_gc_2 + 2.0 Oxidized_ferredoxins_p_gc_2 + WATER_p_gc_2,p_gc_2,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
RXN_7979_p_gc_3,RXN-7979:NIL_gc_3,CPD1F_131_p_gc_3 + OXYGEN_MOLECULE_p_gc_3 + 2.0 PROTON_p_gc_3 + 2.0 Reduced_ferredoxins_p_gc_3 --> CPD1F_133_p_gc_3 + 2.0 Oxidized_ferredoxins_p_gc_3 + WATER_p_gc_3,p_gc_3,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
RXN_7979_p_gc_4,RXN-7979:NIL_gc_4,CPD1F_131_p_gc_4 + OXYGEN_MOLECULE_p_gc_4 + 2.0 PROTON_p_gc_4 + 2.0 Reduced_ferredoxins_p_gc_4 --> CPD1F_133_p_gc_4 + 2.0 Oxidized_ferredoxins_p_gc_4 + WATER_p_gc_4,p_gc_4,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
3_ISOPROPYLMALDEHYDROG_RXN_p_me_1,3-ISOPROPYLMALDEHYDROG-RXN:3-isopropylmalate dehydrogenase_me_1,2_D_THREO_HYDROXY_3_CARBOXY_ISOCAPROATE_p_me_1 + NAD_p_me_1 --> CPD_7100_p_me_1 + NADH_p_me_1 + PROTON_p_me_1,p_me_1,0.00569416307340621,NA,NA,0.005692890518162732,NA,NA,0.005694163073406073,NA,NA,0.005692810792559743,NA,NA
3_ISOPROPYLMALDEHYDROG_RXN_p_me_2,3-ISOPROPYLMALDEHYDROG-RXN:3-isopropylmalate dehydrogenase_me_2,2_D_THREO_HYDROXY_3_CARBOXY_ISOCAPROATE_p_me_2 + NAD_p_me_2 --> CPD_7100_p_me_2 + NADH_p_me_2 + PROTON_p_me_2,p_me_2,0.0034728134919029124,NA,NA,0.003472037373101726,NA,NA,0.0034728134919029107,NA,NA,0.0034719887492484685,NA,NA
3_ISOPROPYLMALDEHYDROG_RXN_p_me_3,3-ISOPROPYLMALDEHYDROG-RXN:3-isopropylmalate dehydrogenase_me_3,2_D_THREO_HYDROXY_3_CARBOXY_ISOCAPROATE_p_me_3 + NAD_p_me_3 --> CPD_7100_p_me_3 + NADH_p_me_3 + PROTON_p_me_3,p_me_3,0.004680748619521317,NA,NA,0.004679702546354497,NA,NA,0.0046807486195213285,NA,NA,0.0046796370098566254,NA,NA
3_ISOPROPYLMALDEHYDROG_RXN_p_me_4,3-ISOPROPYLMALDEHYDROG-RXN:3-isopropylmalate dehydrogenase_me_4,2_D_THREO_HYDROXY_3_CARBOXY_ISOCAPROATE_p_me_4 + NAD_p_me_4 --> CPD_7100_p_me_4 + NADH_p_me_4 + PROTON_p_me_4,p_me_4,0.030598305535434658,NA,NA,0.03059146729886823,NA,NA,0.030598305535434838,NA,NA,0.030591038883255706,NA,NA
3_ISOPROPYLMALDEHYDROG_RXN_p_gc_1,3-ISOPROPYLMALDEHYDROG-RXN:3-isopropylmalate dehydrogenase_gc_1,2_D_THREO_HYDROXY_3_CARBOXY_ISOCAPROATE_p_gc_1 + NAD_p_gc_1 --> CPD_7100_p_gc_1 + NADH_p_gc_1 + PROTON_p_gc_1,p_gc_1,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
3_ISOPROPYLMALDEHYDROG_RXN_p_gc_2,3-ISOPROPYLMALDEHYDROG-RXN:3-isopropylmalate dehydrogenase_gc_2,2_D_THREO_HYDROXY_3_CARBOXY_ISOCAPROATE_p_gc_2 + NAD_p_gc_2 --> CPD_7100_p_gc_2 + NADH_p_gc_2 + PROTON_p_gc_2,p_gc_2,-3.165210747974879e-16,NA,NA,0.0,NA,NA,-5.93135267416166e-33,NA,NA,0.0,NA,NA
3_ISOPROPYLMALDEHYDROG_RXN_p_gc_3,3-ISOPROPYLMALDEHYDROG-RXN:3-isopropylmalate dehydrogenase_gc_3,2_D_THREO_HYDROXY_3_CARBOXY_ISOCAPROATE_p_gc_3 + NAD_p_gc_3 --> CPD_7100_p_gc_3 + NADH_p_gc_3 + PROTON_p_gc_3,p_gc_3,2.2110195052458057e-16,NA,NA,0.0,NA,NA,2.5788489887659394e-34,NA,NA,0.0,NA,NA
3_ISOPROPYLMALDEHYDROG_RXN_p_gc_4,3-ISOPROPYLMALDEHYDROG-RXN:3-isopropylmalate dehydrogenase_gc_4,2_D_THREO_HYDROXY_3_CARBOXY_ISOCAPROATE_p_gc_4 + NAD_p_gc_4 --> CPD_7100_p_gc_4 + NADH_p_gc_4 + PROTON_p_gc_4,p_gc_4,-3.97401982272323e-16,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
ILE_mc_me_1,ILE_mc_me_1,ILE_m_me_1 <=> ILE_c_me_1,mc_me_1,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
ILE_mc_me_2,ILE_mc_me_2,ILE_m_me_2 <=> ILE_c_me_2,mc_me_2,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,1.0207013088804543e-17,NA,NA
ILE_mc_me_3,ILE_mc_me_3,ILE_m_me_3 <=> ILE_c_me_3,mc_me_3,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
ILE_mc_me_4,ILE_mc_me_4,ILE_m_me_4 <=> ILE_c_me_4,mc_me_4,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
ILE_mc_gc_1,ILE_mc_gc_1,ILE_m_gc_1 <=> ILE_c_gc_1,mc_gc_1,0.0,NA,NA,-4.962830397786535e-16,NA,NA,4.232796578055842e-14,NA,NA,0.0,NA,NA
ILE_mc_gc_2,ILE_mc_gc_2,ILE_m_gc_2 <=> ILE_c_gc_2,mc_gc_2,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,2.9238345206136125e-17,NA,NA
ILE_mc_gc_3,ILE_mc_gc_3,ILE_m_gc_3 <=> ILE_c_gc_3,mc_gc_3,-3.034683048980422e-16,NA,NA,0.0,NA,NA,-2.208415605940568e-14,NA,NA,0.0,NA,NA
ILE_mc_gc_4,ILE_mc_gc_4,ILE_m_gc_4 <=> ILE_c_gc_4,mc_gc_4,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
GLUTACONYL_COA_DECARBOXYLASE_RXN_x_me_1,GLUTACONYL-COA-DECARBOXYLASE-RXN_me_1,GLUTACONYL_COA_x_me_1 + PROTON_x_me_1 --> CARBON_DIOXIDE_x_me_1 + CROTONYL_COA_x_me_1,x_me_1,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
GLUTACONYL_COA_DECARBOXYLASE_RXN_x_me_2,GLUTACONYL-COA-DECARBOXYLASE-RXN_me_2,GLUTACONYL_COA_x_me_2 + PROTON_x_me_2 --> CARBON_DIOXIDE_x_me_2 + CROTONYL_COA_x_me_2,x_me_2,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
GLUTACONYL_COA_DECARBOXYLASE_RXN_x_me_3,GLUTACONYL-COA-DECARBOXYLASE-RXN_me_3,GLUTACONYL_COA_x_me_3 + PROTON_x_me_3 --> CARBON_DIOXIDE_x_me_3 + CROTONYL_COA_x_me_3,x_me_3,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
GLUTACONYL_COA_DECARBOXYLASE_RXN_x_me_4,GLUTACONYL-COA-DECARBOXYLASE-RXN_me_4,GLUTACONYL_COA_x_me_4 + PROTON_x_me_4 --> CARBON_DIOXIDE_x_me_4 + CROTONYL_COA_x_me_4,x_me_4,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
GLUTACONYL_COA_DECARBOXYLASE_RXN_x_gc_1,GLUTACONYL-COA-DECARBOXYLASE-RXN_gc_1,GLUTACONYL_COA_x_gc_1 + PROTON_x_gc_1 --> CARBON_DIOXIDE_x_gc_1 + CROTONYL_COA_x_gc_1,x_gc_1,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
GLUTACONYL_COA_DECARBOXYLASE_RXN_x_gc_2,GLUTACONYL-COA-DECARBOXYLASE-RXN_gc_2,GLUTACONYL_COA_x_gc_2 + PROTON_x_gc_2 --> CARBON_DIOXIDE_x_gc_2 + CROTONYL_COA_x_gc_2,x_gc_2,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
GLUTACONYL_COA_DECARBOXYLASE_RXN_x_gc_3,GLUTACONYL-COA-DECARBOXYLASE-RXN_gc_3,GLUTACONYL_COA_x_gc_3 + PROTON_x_gc_3 --> CARBON_DIOXIDE_x_gc_3 + CROTONYL_COA_x_gc_3,x_gc_3,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
GLUTACONYL_COA_DECARBOXYLASE_RXN_x_gc_4,GLUTACONYL-COA-DECARBOXYLASE-RXN_gc_4,GLUTACONYL_COA_x_gc_4 + PROTON_x_gc_4 --> CARBON_DIOXIDE_x_gc_4 + CROTONYL_COA_x_gc_4,x_gc_4,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
GLT_MAL_pc_me_1,GLT_MAL_pc_me_1,GLT_p_me_1 + MAL_c_me_1 <=> GLT_c_me_1 + MAL_p_me_1,pc_me_1,-0.007571359630244401,NA,NA,-0.007569667551306558,NA,NA,-0.0075713596302468345,NA,NA,-0.0075695615425386276,NA,NA
GLT_MAL_pc_me_2,GLT_MAL_pc_me_2,GLT_p_me_2 + MAL_c_me_2 <=> GLT_c_me_2 + MAL_p_me_2,pc_me_2,1.271068620621858,NA,NA,1.2707845569266987,NA,NA,1.2710686206279636,NA,NA,1.270766760331809,NA,NA
GLT_MAL_pc_me_3,GLT_MAL_pc_me_3,GLT_p_me_3 + MAL_c_me_3 <=> GLT_c_me_3 + MAL_p_me_3,pc_me_3,0.6868001449827348,NA,NA,0.6866466560300257,NA,NA,0.6868001449823969,NA,NA,0.6866370399450776,NA,NA
GLT_MAL_pc_me_4,GLT_MAL_pc_me_4,GLT_p_me_4 + MAL_c_me_4 <=> GLT_c_me_4 + MAL_p_me_4,pc_me_4,-0.004786851911176199,NA,NA,-0.004785782125607363,NA,NA,-0.004786851911224219,NA,NA,-0.004785715103526073,NA,NA
GLT_MAL_pc_gc_1,GLT_MAL_pc_gc_1,GLT_p_gc_1 + MAL_c_gc_1 <=> GLT_c_gc_1 + MAL_p_gc_1,pc_gc_1,0.0,NA,NA,3.050453479982565e-19,NA,NA,1.482536156556593e-26,NA,NA,1.0094104345554957e-19,NA,NA
GLT_MAL_pc_gc_2,GLT_MAL_pc_gc_2,GLT_p_gc_2 + MAL_c_gc_2 <=> GLT_c_gc_2 + MAL_p_gc_2,pc_gc_2,-9.495632243924529e-16,NA,NA,-0.021453039393667647,NA,NA,-5.931352674161656e-33,NA,NA,-0.02145304019972936,NA,NA
GLT_MAL_pc_gc_3,GLT_MAL_pc_gc_3,GLT_p_gc_3 + MAL_c_gc_3 <=> GLT_c_gc_3 + MAL_p_gc_3,pc_gc_3,-4.753800676916792e-16,NA,NA,2.747066783413171e-16,NA,NA,1.0897215580510933e-26,NA,NA,3.5046321336863146e-11,NA,NA
GLT_MAL_pc_gc_4,GLT_MAL_pc_gc_4,GLT_p_gc_4 + MAL_c_gc_4 <=> GLT_c_gc_4 + MAL_p_gc_4,pc_gc_4,-2.0365857147923184e-15,NA,NA,-2.1444523431085308e-15,NA,NA,8.438117828329034e-11,NA,NA,8.956261940510897e-11,NA,NA
ADENYL_KIN_RXN_p_me_1,ADENYL-KIN-RXN:Adenylate kinase_me_1,AMP_p_me_1 + 0.9 ATP_p_me_1 + 0.3 PROTON_p_me_1 + 0.1 aATP_p_me_1 <=> 1.6 ADP_p_me_1 + 0.4 aADP_p_me_1,p_me_1,0.0023152089946024074,NA,NA,0.0023146915820677397,NA,NA,0.002315208994602299,NA,NA,0.002314659166164007,NA,NA
ADENYL_KIN_RXN_p_me_2,ADENYL-KIN-RXN:Adenylate kinase_me_2,AMP_p_me_2 + 0.9 ATP_p_me_2 + 0.3 PROTON_p_me_2 + 0.1 aATP_p_me_2 <=> 1.6 ADP_p_me_2 + 0.4 aADP_p_me_2,p_me_2,0.08334752380992415,NA,NA,0.08332889695452701,NA,NA,0.08334752380574713,NA,NA,0.0833277299821557,NA,NA
ADENYL_KIN_RXN_p_me_3,ADENYL-KIN-RXN:Adenylate kinase_me_3,AMP_p_me_3 + 0.9 ATP_p_me_3 + 0.3 PROTON_p_me_3 + 0.1 aATP_p_me_3 <=> 1.6 ADP_p_me_3 + 0.4 aADP_p_me_3,p_me_3,0.032614248445529605,NA,NA,0.032606959677775785,NA,NA,0.0326142484456511,NA,NA,0.032606503036407206,NA,NA
ADENYL_KIN_RXN_p_me_4,ADENYL-KIN-RXN:Adenylate kinase_me_4,AMP_p_me_4 + 0.9 ATP_p_me_4 + 0.3 PROTON_p_me_4 + 0.1 aATP_p_me_4 <=> 1.6 ADP_p_me_4 + 0.4 aADP_p_me_4,p_me_4,0.0023152089946039804,NA,NA,0.0023146915820693075,NA,NA,0.0023152089946006046,NA,NA,0.0023146591661672455,NA,NA
ADENYL_KIN_RXN_p_gc_1,ADENYL-KIN-RXN:Adenylate kinase_gc_1,AMP_p_gc_1 + 0.9 ATP_p_gc_1 + 0.3 PROTON_p_gc_1 + 0.1 aATP_p_gc_1 <=> 1.6 ADP_p_gc_1 + 0.4 aADP_p_gc_1,p_gc_1,-5.1510646960126526e-20,NA,NA,-1.7359768663379134e-18,NA,NA,-1.0799675705839479e-17,NA,NA,8.965507687046447e-21,NA,NA
ADENYL_KIN_RXN_p_gc_2,ADENYL-KIN-RXN:Adenylate kinase_gc_2,AMP_p_gc_2 + 0.9 ATP_p_gc_2 + 0.3 PROTON_p_gc_2 + 0.1 aATP_p_gc_2 <=> 1.6 ADP_p_gc_2 + 0.4 aADP_p_gc_2,p_gc_2,9.903581188413636e-16,NA,NA,4.848823717312177e-16,NA,NA,-1.3137285390999354e-17,NA,NA,-7.43920031814798e-16,NA,NA
ADENYL_KIN_RXN_p_gc_3,ADENYL-KIN-RXN:Adenylate kinase_gc_3,AMP_p_gc_3 + 0.9 ATP_p_gc_3 + 0.3 PROTON_p_gc_3 + 0.1 aATP_p_gc_3 <=> 1.6 ADP_p_gc_3 + 0.4 aADP_p_gc_3,p_gc_3,2.9567416427605293e-15,NA,NA,7.001981465852159e-17,NA,NA,4.403166901738439e-11,NA,NA,-1.168214878263374e-11,NA,NA
ADENYL_KIN_RXN_p_gc_4,ADENYL-KIN-RXN:Adenylate kinase_gc_4,AMP_p_gc_4 + 0.9 ATP_p_gc_4 + 0.3 PROTON_p_gc_4 + 0.1 aATP_p_gc_4 <=> 1.6 ADP_p_gc_4 + 0.4 aADP_p_gc_4,p_gc_4,-3.9754469231600923e-16,NA,NA,-5.496607870541237e-20,NA,NA,1.5949181669123135e-14,NA,NA,-2.7125739879556652e-19,NA,NA
GLUTAMIDOTRANS_RXN_p_me_1,GLUTAMIDOTRANS-RXN:NIL_me_1,GLN_p_me_1 + PHOSPHORIBULOSYL_FORMIMINO_AICAR_P_p_me_1 --> AICAR_p_me_1 + D_ERYTHRO_IMIDAZOLE_GLYCEROL_P_p_me_1 + GLT_p_me_1 + PROTON_p_me_1,p_me_1,0.0011576044973009704,NA,NA,0.001157345791033909,NA,NA,0.0011576044973009704,NA,NA,0.0011573295830828224,NA,NA
GLUTAMIDOTRANS_RXN_p_me_2,GLUTAMIDOTRANS-RXN:NIL_me_2,GLN_p_me_2 + PHOSPHORIBULOSYL_FORMIMINO_AICAR_P_p_me_2 --> AICAR_p_me_2 + D_ERYTHRO_IMIDAZOLE_GLYCEROL_P_p_me_2 + GLT_p_me_2 + PROTON_p_me_2,p_me_2,0.003472813491902912,NA,NA,0.003472037373101727,NA,NA,0.003472813491902911,NA,NA,0.003471988749248465,NA,NA
GLUTAMIDOTRANS_RXN_p_me_3,GLUTAMIDOTRANS-RXN:NIL_me_3,GLN_p_me_3 + PHOSPHORIBULOSYL_FORMIMINO_AICAR_P_p_me_3 --> AICAR_p_me_3 + D_ERYTHRO_IMIDAZOLE_GLYCEROL_P_p_me_3 + GLT_p_me_3 + PROTON_p_me_3,p_me_3,0.003472813491902911,NA,NA,0.0034720373731017265,NA,NA,0.003472813491902911,NA,NA,0.003471988749248468,NA,NA
GLUTAMIDOTRANS_RXN_p_me_4,GLUTAMIDOTRANS-RXN:NIL_me_4,GLN_p_me_4 + PHOSPHORIBULOSYL_FORMIMINO_AICAR_P_p_me_4 --> AICAR_p_me_4 + D_ERYTHRO_IMIDAZOLE_GLYCEROL_P_p_me_4 + GLT_p_me_4 + PROTON_p_me_4,p_me_4,0.0011576044973009704,NA,NA,0.001157345791033909,NA,NA,0.0011576044973009704,NA,NA,0.0011573295830828224,NA,NA
GLUTAMIDOTRANS_RXN_p_gc_1,GLUTAMIDOTRANS-RXN:NIL_gc_1,GLN_p_gc_1 + PHOSPHORIBULOSYL_FORMIMINO_AICAR_P_p_gc_1 --> AICAR_p_gc_1 + D_ERYTHRO_IMIDAZOLE_GLYCEROL_P_p_gc_1 + GLT_p_gc_1 + PROTON_p_gc_1,p_gc_1,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
GLUTAMIDOTRANS_RXN_p_gc_2,GLUTAMIDOTRANS-RXN:NIL_gc_2,GLN_p_gc_2 + PHOSPHORIBULOSYL_FORMIMINO_AICAR_P_p_gc_2 --> AICAR_p_gc_2 + D_ERYTHRO_IMIDAZOLE_GLYCEROL_P_p_gc_2 + GLT_p_gc_2 + PROTON_p_gc_2,p_gc_2,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
GLUTAMIDOTRANS_RXN_p_gc_3,GLUTAMIDOTRANS-RXN:NIL_gc_3,GLN_p_gc_3 + PHOSPHORIBULOSYL_FORMIMINO_AICAR_P_p_gc_3 --> AICAR_p_gc_3 + D_ERYTHRO_IMIDAZOLE_GLYCEROL_P_p_gc_3 + GLT_p_gc_3 + PROTON_p_gc_3,p_gc_3,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
GLUTAMIDOTRANS_RXN_p_gc_4,GLUTAMIDOTRANS-RXN:NIL_gc_4,GLN_p_gc_4 + PHOSPHORIBULOSYL_FORMIMINO_AICAR_P_p_gc_4 --> AICAR_p_gc_4 + D_ERYTHRO_IMIDAZOLE_GLYCEROL_P_p_gc_4 + GLT_p_gc_4 + PROTON_p_gc_4,p_gc_4,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA
ADENYL_KIN_RXN_m_me_1,ADENYL-KIN-RXN:Adenylate kinase_me_1,AMP_m_me_1 + 0.9 ATP_m_me_1 + 0.3 PROTON_m_me_1 + 0.1 aATP_m_me_1 <=> 1.6 ADP_m_me_1 + 0.4 aADP_m_me_1,m_me_1,0.30441799405947084,NA,NA,0.30434130718325886,NA,NA,0.3044179940596026,NA,NA,0.30433993988281066,NA,NA
ADENYL_KIN_RXN_m_me_2,ADENYL-KIN-RXN:Adenylate kinase_me_2,AMP_m_me_2 + 0.9 ATP_m_me_2 + 0.3 PROTON_m_me_2 + 0.1 aATP_m_me_2 <=> 1.6 ADP_m_me_2 + 0.4 aADP_m_me_2,m_me_2,0.012483357789958039,NA,NA,0.012480567961495458,NA,NA,0.012483357794287763,NA,NA,0.012480393178336092,NA,NA
ADENYL_KIN_RXN_m_me_3,ADENYL-KIN-RXN:Adenylate kinase_me_3,AMP_m_me_3 + 0.9 ATP_m_me_3 + 0.3 PROTON_m_me_3 + 0.1 aATP_m_me_3 <=> 1.6 ADP_m_me_3 + 0.4 aADP_m_me_3,m_me_3,0.012483357794238807,NA,NA,0.012480567961548453,NA,NA,0.012483357794053535,NA,NA,0.012480393178429543,NA,NA
ADENYL_KIN_RXN_m_me_4,ADENYL-KIN-RXN:Adenylate kinase_me_4,AMP_m_me_4 + 0.9 ATP_m_me_4 + 0.3 PROTON_m_me_4 + 0.1 aATP_m_me_4 <=> 1.6 ADP_m_me_4 + 0.4 aADP_m_me_4,m_me_4,0.32117819283760285,NA,NA,0.32115261051390864,NA,NA,0.32117819283760346,NA,NA,0.32115100778098915,NA,NA
ADENYL_KIN_RXN_m_gc_1,ADENYL-KIN-RXN:Adenylate kinase_gc_1,AMP_m_gc_1 + 0.9 ATP_m_gc_1 + 0.3 PROTON_m_gc_1 + 0.1 aATP_m_gc_1 <=> 1.6 ADP_m_gc_1 + 0.4 aADP_m_gc_1,m_gc_1,0.00038021155193243284,NA,NA,6.336462970800526e-17,NA,NA,1.083073786346536e-17,NA,NA,0.0,NA,NA
ADENYL_KIN_RXN_m_gc_2,ADENYL-KIN-RXN:Adenylate kinase_gc_2,AMP_m_gc_2 + 0.9 ATP_m_gc_2 + 0.3 PROTON_m_gc_2 + 0.1 aATP_m_gc_2 <=> 1.6 ADP_m_gc_2 + 0.4 aADP_m_gc_2,m_gc_2,-3.573159692463943e-16,NA,NA,0.0,NA,NA,0.0,NA,NA,6.964077208548268e-16,NA,NA
ADENYL_KIN_RXN_m_gc_3,ADENYL-KIN-RXN:Adenylate kinase_gc_3,AMP_m_gc_3 + 0.9 ATP_m_gc_3 + 0.3 PROTON_m_gc_3 + 0.1 aATP_m_gc_3 <=> 1.6 ADP_m_gc_3 + 0.4 aADP_m_gc_3,m_gc_3,-4.107867249552093e-15,NA,NA,2.827854998864258e-16,NA,NA,0.0,NA,NA,0.0,NA,NA
ADENYL_KIN_RXN_m_gc_4,ADENYL-KIN-RXN:Adenylate kinase_gc_4,AMP_m_gc_4 + 0.9 ATP_m_gc_4 + 0.3 PROTON_m_gc_4 + 0.1 aATP_m_gc_4 <=> 1.6 ADP_m_gc_4 + 0.4 aADP_m_gc_4,m_gc_4,3.4786944453196564e-16,NA,NA,-6.616557536261648e-16,NA,NA,3.8471758406746365e-05,NA,NA,5.037897214733881e-11,NA,NA
