,fba1,upb1,lob1
ASPAMINOTRANS_RXN_c_gc_2,0.0,9715.0,-1000.0
ASPAMINOTRANS_RXN_c_gc_3,0.0,9715.0,-1000.0
ASPAMINOTRANS_RXN_c_gc_4,0.0,9715.0,-1000.0
INORGPYROPHOSPHAT_RXN_p_me_1,0.002314734683851417,9715.0,0.0
INORGPYROPHOSPHAT_RXN_p_me_2,0.08333044861884235,9715.0,0.0
INORGPYROPHOSPHAT_RXN_p_me_3,0.43245014009152083,9715.0,0.0
INORGPYROPHOSPHAT_RXN_p_me_4,0.0023147346838514184,9715.0,0.0
INORGPYROPHOSPHAT_RXN_p_gc_1,0.0,9715.0,0.0
INORGPYROPHOSPHAT_RXN_p_gc_2,0.0,9715.0,0.0
INORGPYROPHOSPHAT_RXN_p_gc_3,0.030822421405337364,9715.0,0.0
INORGPYROPHOSPHAT_RXN_p_gc_4,0.0,9715.0,0.0
RXN_9518_p_me_1,0.0,9715.0,0.0
RXN_9518_p_me_2,-6.052550238484186e-19,9715.0,0.0
RXN_9518_p_me_3,0.0,9715.0,0.0
RXN_9518_p_me_4,0.0,9715.0,0.0
RXN_9518_p_gc_1,0.0,9715.0,0.0
RXN_9518_p_gc_2,0.0,9715.0,0.0
RXN_9518_p_gc_3,-9.626892889517697e-18,9715.0,0.0
RXN_9518_p_gc_4,0.0,9715.0,0.0
MALATE_DEH_RXN_x_me_1,5.636579519973418e-17,9715.0,-1000.0
MALATE_DEH_RXN_x_me_2,1.3857148506425104e-17,9715.0,-1000.0
MALATE_DEH_RXN_x_me_3,0.0,9715.0,-1000.0
MALATE_DEH_RXN_x_me_4,1.1152384980155953e-16,9715.0,-1000.0
MALATE_DEH_RXN_x_gc_1,0.0,9715.0,-1000.0
MALATE_DEH_RXN_x_gc_2,0.0,9715.0,-1000.0
MALATE_DEH_RXN_x_gc_3,0.0009327408393819787,9715.0,-1000.0
MALATE_DEH_RXN_x_gc_4,0.0,9715.0,-1000.0
3_HYDROXY_PROPIONATE_xc_me_1,-5.636579519973417e-17,9715.0,-1000.0
3_HYDROXY_PROPIONATE_xc_me_2,-5.813012436470945e-18,9715.0,-1000.0
3_HYDROXY_PROPIONATE_xc_me_3,0.0,9715.0,-1000.0
3_HYDROXY_PROPIONATE_xc_me_4,-5.947938656083175e-17,9715.0,-1000.0
3_HYDROXY_PROPIONATE_xc_gc_1,0.0,9715.0,-1000.0
3_HYDROXY_PROPIONATE_xc_gc_2,0.0,9715.0,-1000.0
3_HYDROXY_PROPIONATE_xc_gc_3,0.0,9715.0,-1000.0
3_HYDROXY_PROPIONATE_xc_gc_4,0.0,9715.0,-1000.0
PGLUCISOM_RXN_c_me_1,0.1767421422484213,9715.0,-1000.0
PGLUCISOM_RXN_c_me_2,0.0,9715.0,-1000.0
PGLUCISOM_RXN_c_me_3,-9.011072678440232,9715.0,-1000.0
PGLUCISOM_RXN_c_me_4,0.1443414477526496,9715.0,-1000.0
PGLUCISOM_RXN_c_gc_1,-0.00015168469837581255,9715.0,-1000.0
PGLUCISOM_RXN_c_gc_2,0.3437080408015363,9715.0,-1000.0
PGLUCISOM_RXN_c_gc_3,-0.022866030734160898,9715.0,-1000.0
PGLUCISOM_RXN_c_gc_4,-0.0001521410033897286,9715.0,-1000.0
DIHYDROFOLATEREDUCT_RXN_m_me_1,0.0,9715.0,0.0
DIHYDROFOLATEREDUCT_RXN_m_me_2,0.0,9715.0,0.0
DIHYDROFOLATEREDUCT_RXN_m_me_3,0.0,9715.0,0.0
DIHYDROFOLATEREDUCT_RXN_m_me_4,0.0,9715.0,0.0
DIHYDROFOLATEREDUCT_RXN_m_gc_1,0.0,9715.0,0.0
DIHYDROFOLATEREDUCT_RXN_m_gc_2,0.0,9715.0,0.0
DIHYDROFOLATEREDUCT_RXN_m_gc_3,0.0,9715.0,0.0
DIHYDROFOLATEREDUCT_RXN_m_gc_4,0.0,9715.0,0.0
GLC_ec_me_1,0.0,9715.0,0.0
GLC_ec_me_2,0.0,9715.0,0.0
GLC_ec_me_3,0.026562782608695643,9715.0,0.0
GLC_ec_me_4,0.0,9715.0,0.0
GLC_PROTON_ec_gc_1,0.0,9715.0,0.0
GLC_PROTON_ec_gc_2,0.0,9715.0,0.0
GLC_PROTON_ec_gc_3,0.0,9715.0,0.0
GLC_PROTON_ec_gc_4,0.0,9715.0,0.0
RXN_9520_p_me_1,0.0,9715.0,0.0
RXN_9520_p_me_2,-7.308059789114151e-19,9715.0,0.0
RXN_9520_p_me_3,0.0,9715.0,0.0
RXN_9520_p_me_4,0.0,9715.0,0.0
RXN_9520_p_gc_1,0.0,9715.0,0.0
RXN_9520_p_gc_2,0.0,9715.0,0.0
RXN_9520_p_gc_3,-9.626892889517697e-18,9715.0,0.0
RXN_9520_p_gc_4,0.0,9715.0,0.0
HEXOKINASE_RXN_MANNOSE_c_me_1,0.0,9715.0,0.0
HEXOKINASE_RXN_MANNOSE_c_me_2,0.0,9715.0,0.0
HEXOKINASE_RXN_MANNOSE_c_me_3,0.0,9715.0,0.0
HEXOKINASE_RXN_MANNOSE_c_me_4,0.0,9715.0,0.0
HEXOKINASE_RXN_MANNOSE_c_gc_1,0.0,9715.0,0.0
HEXOKINASE_RXN_MANNOSE_c_gc_2,0.0,9715.0,0.0
HEXOKINASE_RXN_MANNOSE_c_gc_3,0.0,9715.0,0.0
HEXOKINASE_RXN_MANNOSE_c_gc_4,0.0,9715.0,0.0
PGLUCISOM_RXN_p_me_1,-0.6171138943300202,9715.0,-1000.0
PGLUCISOM_RXN_p_me_2,-8.122111167642181,9715.0,-1000.0
PGLUCISOM_RXN_p_me_3,-0.3998425732407444,9715.0,-1000.0
PGLUCISOM_RXN_p_me_4,-0.5787189135644125,9715.0,-1000.0
PGLUCISOM_RXN_p_gc_1,-0.0006184108946970625,9715.0,-1000.0
PGLUCISOM_RXN_p_gc_2,6.555094853518698e-14,9715.0,-1000.0
PGLUCISOM_RXN_p_gc_3,-0.007956390669092542,9715.0,-1000.0
PGLUCISOM_RXN_p_gc_4,-0.0006085640448936323,9715.0,-1000.0
O2_tx_me_1,3.0531251081108324,9715.0,-1000.0
O2_tx_me_2,-117.37947397739819,9715.0,-1000.0
O2_tx_me_3,-115.6667515897046,9715.0,-1000.0
O2_tx_me_4,3.0718670451782115,9715.0,-1000.0
O2_tx_gc_1,0.0025871836387222355,9715.0,-1000.0
O2_tx_gc_2,0.3099646163535643,9715.0,-1000.0
O2_tx_gc_3,-0.04540649192282636,9715.0,-1000.0
O2_tx_gc_4,0.002591830868565288,9715.0,-1000.0
DUMP_pc_me_1,0.0,9715.0,-1000.0
DUMP_pc_me_2,0.0,9715.0,-1000.0
DUMP_pc_me_3,0.0,9715.0,-1000.0
DUMP_pc_me_4,0.0,9715.0,-1000.0
DUMP_pc_gc_1,0.0,9715.0,-1000.0
DUMP_pc_gc_2,0.0,9715.0,-1000.0
DUMP_pc_gc_3,0.0,9715.0,-1000.0
DUMP_pc_gc_4,0.0,9715.0,-1000.0
GLYCERATE_GLYCOLLATE_pc_me_1,0.0,9715.0,-1000.0
GLYCERATE_GLYCOLLATE_pc_me_2,0.0,9715.0,-1000.0
GLYCERATE_GLYCOLLATE_pc_me_3,0.0,9715.0,-1000.0
GLYCERATE_GLYCOLLATE_pc_me_4,0.0,9715.0,-1000.0
GLYCERATE_GLYCOLLATE_pc_gc_1,0.0,9715.0,-1000.0
GLYCERATE_GLYCOLLATE_pc_gc_2,0.0,9715.0,-1000.0
GLYCERATE_GLYCOLLATE_pc_gc_3,0.0009327408393819785,9715.0,-1000.0
GLYCERATE_GLYCOLLATE_pc_gc_4,0.0,9715.0,-1000.0
RXN_9653_p_me_1,0.0,9715.0,0.0
RXN_9653_p_me_2,-6.052550238484186e-19,9715.0,0.0
RXN_9653_p_me_3,0.0,9715.0,0.0
RXN_9653_p_me_4,0.0,9715.0,0.0
RXN_9653_p_gc_1,0.0,9715.0,0.0
RXN_9653_p_gc_2,0.0,9715.0,0.0
RXN_9653_p_gc_3,-9.626892889517697e-18,9715.0,0.0
RXN_9653_p_gc_4,0.0,9715.0,0.0
AMP_pc_me_1,-3.106090442826324e-16,9715.0,-1000.0
AMP_pc_me_2,1.7901589671356366e-12,9715.0,-1000.0
AMP_pc_me_3,-1.0044637153935307e-14,9715.0,-1000.0
AMP_pc_me_4,6.626045691720293e-16,9715.0,-1000.0
AMP_pc_gc_1,-2.160165008707259e-18,9715.0,-1000.0
AMP_pc_gc_2,-1.2595939056350406e-12,9715.0,-1000.0
AMP_pc_gc_3,5.32925473907044e-18,9715.0,-1000.0
AMP_pc_gc_4,-2.898334980241209e-18,9715.0,-1000.0
SERINE_O_ACETTRAN_RXN_c_me_1,0.0,9715.0,0.0
SERINE_O_ACETTRAN_RXN_c_me_2,0.003472102025777126,9715.0,0.0
SERINE_O_ACETTRAN_RXN_c_me_3,0.004679789686916993,9715.0,0.0
SERINE_O_ACETTRAN_RXN_c_me_4,0.0,9715.0,0.0
SERINE_O_ACETTRAN_RXN_c_gc_1,0.0,9715.0,0.0
SERINE_O_ACETTRAN_RXN_c_gc_2,0.0,9715.0,0.0
SERINE_O_ACETTRAN_RXN_c_gc_3,-4.082624946710505e-12,9715.0,0.0
SERINE_O_ACETTRAN_RXN_c_gc_4,7.824957341683e-12,9715.0,0.0
GPH_RXN_p_me_1,0.0,9715.0,0.0
GPH_RXN_p_me_2,0.0,9715.0,0.0
GPH_RXN_p_me_3,0.0,9715.0,0.0
GPH_RXN_p_me_4,0.0,9715.0,0.0
GPH_RXN_p_gc_1,0.0,9715.0,0.0
GPH_RXN_p_gc_2,0.0,9715.0,0.0
GPH_RXN_p_gc_3,0.0,9715.0,0.0
GPH_RXN_p_gc_4,0.0,9715.0,0.0
PYRUVATE_pc_me_1,0.0,9715.0,-1000.0
PYRUVATE_pc_me_2,0.03218732698667144,9715.0,-1000.0
PYRUVATE_pc_me_3,0.03218732698665124,9715.0,-1000.0
PYRUVATE_pc_me_4,0.0,9715.0,-1000.0
PYRUVATE_pc_gc_1,0.0,9715.0,-1000.0
PYRUVATE_pc_gc_2,0.0,9715.0,-1000.0
PYRUVATE_pc_gc_3,9.16450297753802e-12,9715.0,-1000.0
PYRUVATE_pc_gc_4,-1.756522356743576e-11,9715.0,-1000.0
RXN_6902_m_me_1,0.0,9715.0,0.0
RXN_6902_m_me_2,0.0,9715.0,0.0
RXN_6902_m_me_3,0.0,9715.0,0.0
RXN_6902_m_me_4,0.0,9715.0,0.0
RXN_6902_m_gc_1,0.0,9715.0,0.0
RXN_6902_m_gc_2,0.0,9715.0,0.0
RXN_6902_m_gc_3,0.0,9715.0,0.0
RXN_6902_m_gc_4,0.0,9715.0,0.0
ILE_pc_me_1,0.0,9715.0,-1000.0
ILE_pc_me_2,0.1300630802031244,9715.0,-1000.0
ILE_pc_me_3,0.014451453355902791,9715.0,-1000.0
ILE_pc_me_4,0.0,9715.0,-1000.0
ILE_pc_gc_1,0.0,9715.0,-1000.0
ILE_pc_gc_2,0.0,9715.0,-1000.0
ILE_pc_gc_3,0.0,9715.0,-1000.0
ILE_pc_gc_4,0.0,9715.0,-1000.0
SUCROSE_PHOSPHATE_SYNTHASE_RXN_c_me_1,0.0,9715.0,0.0
SUCROSE_PHOSPHATE_SYNTHASE_RXN_c_me_2,8.204221696076075,9715.0,0.0
SUCROSE_PHOSPHATE_SYNTHASE_RXN_c_me_3,9.119745989482297,9715.0,0.0
SUCROSE_PHOSPHATE_SYNTHASE_RXN_c_me_4,0.0,9715.0,0.0
SUCROSE_PHOSPHATE_SYNTHASE_RXN_c_gc_1,0.0,9715.0,0.0
SUCROSE_PHOSPHATE_SYNTHASE_RXN_c_gc_2,0.007033864177896794,9715.0,0.0
SUCROSE_PHOSPHATE_SYNTHASE_RXN_c_gc_3,0.0,9715.0,0.0
SUCROSE_PHOSPHATE_SYNTHASE_RXN_c_gc_4,0.0,9715.0,0.0
SERINE_GLYOXYLATE_AMINOTRANSFERASE_RXN_x_me_1,0.0,9715.0,0.0
SERINE_GLYOXYLATE_AMINOTRANSFERASE_RXN_x_me_2,0.0,9715.0,0.0
SERINE_GLYOXYLATE_AMINOTRANSFERASE_RXN_x_me_3,0.0,9715.0,0.0
SERINE_GLYOXYLATE_AMINOTRANSFERASE_RXN_x_me_4,0.0,9715.0,0.0
SERINE_GLYOXYLATE_AMINOTRANSFERASE_RXN_x_gc_1,0.0,9715.0,0.0
SERINE_GLYOXYLATE_AMINOTRANSFERASE_RXN_x_gc_2,0.0,9715.0,0.0
SERINE_GLYOXYLATE_AMINOTRANSFERASE_RXN_x_gc_3,0.0009327408393819784,9715.0,0.0
SERINE_GLYOXYLATE_AMINOTRANSFERASE_RXN_x_gc_4,0.0,9715.0,0.0
LYS_ORNITHINE_mc_me_1,0.0,9715.0,-1000.0
LYS_ORNITHINE_mc_me_2,0.0,9715.0,-1000.0
LYS_ORNITHINE_mc_me_3,0.0,9715.0,-1000.0
LYS_ORNITHINE_mc_me_4,0.0,9715.0,-1000.0
LYS_ORNITHINE_mc_gc_1,0.0,9715.0,-1000.0
LYS_ORNITHINE_mc_gc_2,0.0,9715.0,-1000.0
LYS_ORNITHINE_mc_gc_3,0.0,9715.0,-1000.0
LYS_ORNITHINE_mc_gc_4,0.0,9715.0,-1000.0
SERINE_O_ACETTRAN_RXN_p_me_1,0.0,9715.0,0.0
SERINE_O_ACETTRAN_RXN_p_me_2,0.003472102025744299,9715.0,0.0
SERINE_O_ACETTRAN_RXN_p_me_3,0.004679789686916993,9715.0,0.0
SERINE_O_ACETTRAN_RXN_p_me_4,0.0,9715.0,0.0
SERINE_O_ACETTRAN_RXN_p_gc_1,0.0,9715.0,0.0
SERINE_O_ACETTRAN_RXN_p_gc_2,0.0,9715.0,0.0
SERINE_O_ACETTRAN_RXN_p_gc_3,4.082624946710505e-12,9715.0,0.0
SERINE_O_ACETTRAN_RXN_p_gc_4,-7.824957341683e-12,9715.0,0.0
pSER_biomass_me_1,0.0,0.0,-1000.0
pSER_biomass_me_2,0.0,0.0,-1000.0
pSER_biomass_me_3,0.0,0.0,-1000.0
pSER_biomass_me_4,0.0,0.0,-1000.0
pSER_biomass_gc_1,0.0,0.0,-1000.0
pSER_biomass_gc_2,0.0,0.0,-1000.0
pSER_biomass_gc_3,0.0,0.0,-1000.0
pSER_biomass_gc_4,0.0,0.0,-1000.0
ACETOLACTREDUCTOISOM_RXN_p_me_1,0.0,9715.0,0.0
ACETOLACTREDUCTOISOM_RXN_p_me_2,0.5948368564038976,9715.0,0.0
ACETOLACTREDUCTOISOM_RXN_p_me_3,0.029887005971884227,9715.0,0.0
ACETOLACTREDUCTOISOM_RXN_p_me_4,0.0,9715.0,0.0
ACETOLACTREDUCTOISOM_RXN_p_gc_1,0.0,9715.0,0.0
ACETOLACTREDUCTOISOM_RXN_p_gc_2,0.0,9715.0,0.0
ACETOLACTREDUCTOISOM_RXN_p_gc_3,0.0,9715.0,0.0
ACETOLACTREDUCTOISOM_RXN_p_gc_4,0.0,9715.0,0.0
4_PERIOD_2_PERIOD_1_PERIOD_59_RXN_p_me_1,0.0,9715.0,0.0
4_PERIOD_2_PERIOD_1_PERIOD_59_RXN_p_me_2,-7.308059789114151e-19,9715.0,0.0
4_PERIOD_2_PERIOD_1_PERIOD_59_RXN_p_me_3,0.0,9715.0,0.0
4_PERIOD_2_PERIOD_1_PERIOD_59_RXN_p_me_4,0.0,9715.0,0.0
4_PERIOD_2_PERIOD_1_PERIOD_59_RXN_p_gc_1,0.0,9715.0,0.0
4_PERIOD_2_PERIOD_1_PERIOD_59_RXN_p_gc_2,0.0,9715.0,0.0
4_PERIOD_2_PERIOD_1_PERIOD_59_RXN_p_gc_3,-9.626892889517699e-18,9715.0,0.0
4_PERIOD_2_PERIOD_1_PERIOD_59_RXN_p_gc_4,0.0,9715.0,0.0
DTMPKI_RXN_c_me_1,0.0,9715.0,0.0
DTMPKI_RXN_c_me_2,0.0,9715.0,0.0
DTMPKI_RXN_c_me_3,0.0,9715.0,0.0
DTMPKI_RXN_c_me_4,0.0,9715.0,0.0
DTMPKI_RXN_c_gc_1,0.0,9715.0,0.0
DTMPKI_RXN_c_gc_2,0.0,9715.0,0.0
DTMPKI_RXN_c_gc_3,0.0,9715.0,0.0
DTMPKI_RXN_c_gc_4,0.0,9715.0,0.0
Mitochondrial_ATP_Synthase_m_me_1,3.322354200154168,9715.0,0.0
Mitochondrial_ATP_Synthase_m_me_2,12.679352045203624,9715.0,0.0
Mitochondrial_ATP_Synthase_m_me_3,16.1047968205909,9715.0,0.0
Mitochondrial_ATP_Synthase_m_me_4,3.42508923047855,9715.0,0.0
Mitochondrial_ATP_Synthase_m_gc_1,0.00221943368441428,9715.0,0.0
Mitochondrial_ATP_Synthase_m_gc_2,0.6997310039632534,9715.0,0.0
Mitochondrial_ATP_Synthase_m_gc_3,0.02654628282101413,9715.0,0.0
Mitochondrial_ATP_Synthase_m_gc_4,0.0022169119293046356,9715.0,0.0
X5P_Pi_pc_me_1,-0.6234324953095256,9715.0,-1000.0
X5P_Pi_pc_me_2,0.0,9715.0,-1000.0
X5P_Pi_pc_me_3,0.0,9715.0,-1000.0
X5P_Pi_pc_me_4,-0.6306440487118329,9715.0,-1000.0
X5P_Pi_pc_gc_1,-0.0006184108946970626,9715.0,-1000.0
X5P_Pi_pc_gc_2,0.0,9715.0,-1000.0
X5P_Pi_pc_gc_3,0.0,9715.0,-1000.0
X5P_Pi_pc_gc_4,-0.0006085640448936325,9715.0,-1000.0
RXN_7737_p_me_1,0.0,9715.0,0.0
RXN_7737_p_me_2,0.16553482663530447,9715.0,0.0
RXN_7737_p_me_3,0.01839275851503396,9715.0,0.0
RXN_7737_p_me_4,0.0,9715.0,0.0
RXN_7737_p_gc_1,0.0,9715.0,0.0
RXN_7737_p_gc_2,0.0,9715.0,0.0
RXN_7737_p_gc_3,0.0,9715.0,0.0
RXN_7737_p_gc_4,0.0,9715.0,0.0
Ca_biomass_me_1,0.0,0.0,-1000.0
Ca_biomass_me_2,0.0,0.0,-1000.0
Ca_biomass_me_3,0.0,0.0,-1000.0
Ca_biomass_me_4,0.0,0.0,-1000.0
Ca_biomass_gc_1,0.0,0.0,-1000.0
Ca_biomass_gc_2,0.0,0.0,-1000.0
Ca_biomass_gc_3,0.0,0.0,-1000.0
Ca_biomass_gc_4,0.0,0.0,-1000.0
SUPEROX_DISMUT_RXN_p_me_1,0.0,9715.0,0.0
SUPEROX_DISMUT_RXN_p_me_2,0.0,9715.0,0.0
SUPEROX_DISMUT_RXN_p_me_3,0.0,9715.0,0.0
SUPEROX_DISMUT_RXN_p_me_4,0.0,9715.0,0.0
SUPEROX_DISMUT_RXN_p_gc_1,0.0,9715.0,0.0
SUPEROX_DISMUT_RXN_p_gc_2,0.0,9715.0,0.0
SUPEROX_DISMUT_RXN_p_gc_3,0.0,9715.0,0.0
SUPEROX_DISMUT_RXN_p_gc_4,0.0,9715.0,0.0
RXN_1381_p_me_1,0.0,9715.0,0.0
RXN_1381_p_me_2,0.0,9715.0,0.0
RXN_1381_p_me_3,0.0,9715.0,0.0
RXN_1381_p_me_4,0.0,9715.0,0.0
RXN_1381_p_gc_1,0.0,9715.0,0.0
RXN_1381_p_gc_2,0.0,9715.0,0.0
RXN_1381_p_gc_3,0.0,9715.0,0.0
RXN_1381_p_gc_4,0.0,9715.0,0.0
RXN_7800_p_me_1,0.005692996525259835,9715.0,0.0
RXN_7800_p_me_2,0.003472102025777128,9715.0,0.0
RXN_7800_p_me_3,0.004679789686916994,9715.0,0.0
RXN_7800_p_me_4,0.030592036941412902,9715.0,0.0
RXN_7800_p_gc_1,0.0,9715.0,0.0
RXN_7800_p_gc_2,0.0,9715.0,0.0
RXN_7800_p_gc_3,0.0,9715.0,0.0
RXN_7800_p_gc_4,0.0,9715.0,0.0
SUC_xc_me_1,0.0,9715.0,-1000.0
SUC_xc_me_2,-7.437078778277395e-19,9715.0,-1000.0
SUC_xc_me_3,0.0,9715.0,-1000.0
SUC_xc_me_4,0.0,9715.0,-1000.0
SUC_xc_gc_1,0.0,9715.0,-1000.0
SUC_xc_gc_2,0.0,9715.0,-1000.0
SUC_xc_gc_3,-2.0840042638783317e-12,9715.0,-1000.0
SUC_xc_gc_4,0.0,9715.0,-1000.0
THREONINE_ALDOLASE_RXN_c_me_1,0.0,9715.0,0.0
THREONINE_ALDOLASE_RXN_c_me_2,0.0,9715.0,0.0
THREONINE_ALDOLASE_RXN_c_me_3,0.0,9715.0,0.0
THREONINE_ALDOLASE_RXN_c_me_4,0.0,9715.0,0.0
THREONINE_ALDOLASE_RXN_c_gc_1,0.0,9715.0,0.0
THREONINE_ALDOLASE_RXN_c_gc_2,0.0,9715.0,0.0
THREONINE_ALDOLASE_RXN_c_gc_3,-3.8507571557539195e-17,9715.0,0.0
THREONINE_ALDOLASE_RXN_c_gc_4,0.0,9715.0,0.0
SUPEROX_DISMUT_RXN_c_me_1,0.0,9715.0,0.0
SUPEROX_DISMUT_RXN_c_me_2,0.0,9715.0,0.0
SUPEROX_DISMUT_RXN_c_me_3,0.0,9715.0,0.0
SUPEROX_DISMUT_RXN_c_me_4,0.0,9715.0,0.0
SUPEROX_DISMUT_RXN_c_gc_1,0.0,9715.0,0.0
SUPEROX_DISMUT_RXN_c_gc_2,0.0,9715.0,0.0
SUPEROX_DISMUT_RXN_c_gc_3,0.0,9715.0,0.0
SUPEROX_DISMUT_RXN_c_gc_4,0.0,9715.0,0.0
sSUCROSE_biomass_me_1,-2.0253930344132884,0.0,-1000.0
sSUCROSE_biomass_me_2,-6.076179103239864,0.0,-1000.0
sSUCROSE_biomass_me_3,-6.076179103239865,0.0,-1000.0
sSUCROSE_biomass_me_4,-2.0253930344132884,0.0,-1000.0
sSUCROSE_biomass_gc_1,0.0,0.0,-1000.0
sSUCROSE_biomass_gc_2,0.0,0.0,-1000.0
sSUCROSE_biomass_gc_3,0.0,0.0,-1000.0
sSUCROSE_biomass_gc_4,0.0,0.0,-1000.0
DIHYDROPICRED_RXN_NAD_p_me_1,0.0,9715.0,0.0
DIHYDROPICRED_RXN_NAD_p_me_2,0.0,9715.0,0.0
DIHYDROPICRED_RXN_NAD_p_me_3,0.0,9715.0,0.0
DIHYDROPICRED_RXN_NAD_p_me_4,0.0,9715.0,0.0
DIHYDROPICRED_RXN_NAD_p_gc_1,0.0,9715.0,0.0
DIHYDROPICRED_RXN_NAD_p_gc_2,0.0,9715.0,0.0
DIHYDROPICRED_RXN_NAD_p_gc_3,0.0,9715.0,0.0
DIHYDROPICRED_RXN_NAD_p_gc_4,0.0,9715.0,0.0
ADENYL_KIN_RXN_c_me_1,0.0,9715.0,-1000.0
ADENYL_KIN_RXN_c_me_2,0.0,9715.0,-1000.0
ADENYL_KIN_RXN_c_me_3,0.0,9715.0,-1000.0
ADENYL_KIN_RXN_c_me_4,0.0,9715.0,-1000.0
ADENYL_KIN_RXN_c_gc_1,0.0,9715.0,-1000.0
ADENYL_KIN_RXN_c_gc_2,-1.2595939056350406e-12,9715.0,-1000.0
ADENYL_KIN_RXN_c_gc_3,0.0,9715.0,-1000.0
ADENYL_KIN_RXN_c_gc_4,0.0,9715.0,-1000.0
GAPOXNPHOSPHN_RXN_c_me_1,0.8364957285370322,9715.0,-1000.0
GAPOXNPHOSPHN_RXN_c_me_2,0.0,9715.0,-1000.0
GAPOXNPHOSPHN_RXN_c_me_3,0.0,9715.0,-1000.0
GAPOXNPHOSPHN_RXN_c_me_4,0.8780213141772014,9715.0,-1000.0
GAPOXNPHOSPHN_RXN_c_gc_1,0.00032087754854228235,9715.0,-1000.0
GAPOXNPHOSPHN_RXN_c_gc_2,0.673348353247279,9715.0,-1000.0
GAPOXNPHOSPHN_RXN_c_gc_3,0.0,9715.0,-1000.0
GAPOXNPHOSPHN_RXN_c_gc_4,0.00030428201270654996,9715.0,-1000.0
RXN_9531_p_me_1,0.0,9715.0,0.0
RXN_9531_p_me_2,0.0,9715.0,0.0
RXN_9531_p_me_3,0.0,9715.0,0.0
RXN_9531_p_me_4,0.0,9715.0,0.0
RXN_9531_p_gc_1,0.0,9715.0,0.0
RXN_9531_p_gc_2,0.0,9715.0,0.0
RXN_9531_p_gc_3,0.0,9715.0,0.0
RXN_9531_p_gc_4,0.0,9715.0,0.0
RXN_7979_p_me_1,0.0,9715.0,0.0
RXN_7979_p_me_2,0.0,9715.0,0.0
RXN_7979_p_me_3,0.0,9715.0,0.0
RXN_7979_p_me_4,0.0,9715.0,0.0
RXN_7979_p_gc_1,0.0,9715.0,0.0
RXN_7979_p_gc_2,0.0,9715.0,0.0
RXN_7979_p_gc_3,0.0,9715.0,0.0
RXN_7979_p_gc_4,0.0,9715.0,0.0
3_ISOPROPYLMALDEHYDROG_RXN_p_me_1,0.005692996525259834,9715.0,0.0
3_ISOPROPYLMALDEHYDROG_RXN_p_me_2,0.003472102025777128,9715.0,0.0
3_ISOPROPYLMALDEHYDROG_RXN_p_me_3,0.004679789686916993,9715.0,0.0
3_ISOPROPYLMALDEHYDROG_RXN_p_me_4,0.030592036941412902,9715.0,0.0
3_ISOPROPYLMALDEHYDROG_RXN_p_gc_1,0.0,9715.0,0.0
3_ISOPROPYLMALDEHYDROG_RXN_p_gc_2,0.0,9715.0,0.0
3_ISOPROPYLMALDEHYDROG_RXN_p_gc_3,0.0,9715.0,0.0
3_ISOPROPYLMALDEHYDROG_RXN_p_gc_4,0.0,9715.0,0.0
ILE_mc_me_1,0.0,9715.0,-1000.0
ILE_mc_me_2,2.838180925159984e-18,9715.0,-1000.0
ILE_mc_me_3,0.0,9715.0,-1000.0
ILE_mc_me_4,0.0,9715.0,-1000.0
ILE_mc_gc_1,0.0,9715.0,-1000.0
ILE_mc_gc_2,0.0,9715.0,-1000.0
ILE_mc_gc_3,0.0,9715.0,-1000.0
ILE_mc_gc_4,0.0,9715.0,-1000.0
GLUTACONYL_COA_DECARBOXYLASE_RXN_x_me_1,-5.636579519973417e-17,9715.0,0.0
GLUTACONYL_COA_DECARBOXYLASE_RXN_x_me_2,-6.070572916767671e-19,9715.0,0.0
GLUTACONYL_COA_DECARBOXYLASE_RXN_x_me_3,0.0,9715.0,0.0
GLUTACONYL_COA_DECARBOXYLASE_RXN_x_me_4,0.0,9715.0,0.0
GLUTACONYL_COA_DECARBOXYLASE_RXN_x_gc_1,0.0,9715.0,0.0
GLUTACONYL_COA_DECARBOXYLASE_RXN_x_gc_2,0.0,9715.0,0.0
GLUTACONYL_COA_DECARBOXYLASE_RXN_x_gc_3,0.0,9715.0,0.0
GLUTACONYL_COA_DECARBOXYLASE_RXN_x_gc_4,0.0,9715.0,0.0
GLT_MAL_pc_me_1,-0.0075698085057983745,9715.0,-1000.0
GLT_MAL_pc_me_2,1.2708082201615276,9715.0,-1000.0
GLT_MAL_pc_me_3,0.6866594420510702,9715.0,-1000.0
GLT_MAL_pc_me_4,-0.004785871241518812,9715.0,-1000.0
GLT_MAL_pc_gc_1,-5.974957438153458e-34,9715.0,-1000.0
GLT_MAL_pc_gc_2,-0.021453039464364384,9715.0,-1000.0
GLT_MAL_pc_gc_3,3.5402683249617902e-12,9715.0,-1000.0
GLT_MAL_pc_gc_4,4.432237792377423e-12,9715.0,-1000.0
ADENYL_KIN_RXN_p_me_1,0.0023147346838517276,9715.0,-1000.0
ADENYL_KIN_RXN_p_me_2,0.08333044861692354,9715.0,-1000.0
ADENYL_KIN_RXN_p_me_3,0.032607566850685894,9715.0,-1000.0
ADENYL_KIN_RXN_p_me_4,0.0023147346838507553,9715.0,-1000.0
ADENYL_KIN_RXN_p_gc_1,-4.0272386398797143e-19,9715.0,-1000.0
ADENYL_KIN_RXN_p_gc_2,1.2595939056350408e-12,9715.0,-1000.0
